temperature;humidity;time;date
20.4;35.5;17.47:25;27.11.2021
20.3;35.4;17.47:35;27.11.2021
20.4;35.5;17.47:45;27.11.2021
20.4;35.4;17.47:56;27.11.2021
20.4;35.4;17.48:06;27.11.2021
20.4;35.3;17.48:16;27.11.2021
20.4;35.3;17.48:26;27.11.2021
20.4;35.4;17.48:37;27.11.2021
20.4;35.3;17.48:47;27.11.2021
20.4;35.3;17.48:57;27.11.2021
20.4;35.3;17.49:10;27.11.2021
20.4;35.3;17.49:20;27.11.2021
20.4;35.3;17.49:30;27.11.2021
20.4;35.3;17.49:40;27.11.2021
20.4;35.3;17.49:51;27.11.2021
20.4;35.3;17.50:01;27.11.2021
20.4;35.3;17.50:11;27.11.2021
20.4;35.2;17.50:21;27.11.2021
20.4;35.2;17.50:32;27.11.2021
20.4;35.2;17.50:44;27.11.2021
20.4;35.2;17.50:55;27.11.2021
20.4;35.2;17.51:05;27.11.2021
20.4;35.1;17.51:15;27.11.2021
20.4;35.3;17.51:25;27.11.2021
20.4;35.1;17.51:36;27.11.2021
20.4;35.2;17.51:46;27.11.2021
20.4;35.2;17.51:56;27.11.2021
20.4;35.2;17.52:06;27.11.2021
20.4;35.2;17.52:17;27.11.2021
20.4;35.2;17.52:27;27.11.2021
20.4;35.2;17.52:37;27.11.2021
20.4;35.2;17.52:47;27.11.2021
20.4;35.2;17.52:58;27.11.2021
20.4;35.2;17.53:08;27.11.2021
20.4;35.2;17.53:18;27.11.2021
20.4;35.2;17.53:29;27.11.2021
20.4;35.3;17.53:39;27.11.2021
20.4;35.3;17.53:49;27.11.2021
20.4;35.3;17.53:59;27.11.2021
20.4;35.2;17.54:10;27.11.2021
20.4;35.1;17.54:20;27.11.2021
20.4;35.0;17.54:30;27.11.2021
20.4;34.8;17.54:43;27.11.2021
20.4;34.8;17.54:53;27.11.2021
20.4;34.8;17.55:03;27.11.2021
20.4;34.8;17.55:14;27.11.2021
20.4;34.8;17.55:24;27.11.2021
20.4;34.7;17.55:36;27.11.2021
20.4;34.7;17.55:47;27.11.2021
20.3;34.6;17.55:57;27.11.2021
20.4;34.5;17.56:07;27.11.2021
20.4;34.7;17.56:17;27.11.2021
20.4;34.8;17.56:28;27.11.2021
20.4;34.8;17.56:38;27.11.2021
20.4;34.9;17.56:48;27.11.2021
20.4;34.9;17.56:58;27.11.2021
20.4;35.0;17.57:09;27.11.2021
20.4;35.2;17.57:19;27.11.2021
20.4;35.3;17.57:29;27.11.2021
20.4;35.3;17.57:39;27.11.2021
20.4;35.3;17.57:50;27.11.2021
20.4;35.4;17.58:00;27.11.2021
20.3;35.4;17.58:10;27.11.2021
20.4;35.6;17.58:21;27.11.2021
20.4;35.7;17.58:33;27.11.2021
20.4;35.9;17.58:43;27.11.2021
20.4;35.9;17.58:54;27.11.2021
20.3;35.8;17.59:04;27.11.2021
20.4;35.9;17.59:14;27.11.2021
20.4;36.0;17.59:24;27.11.2021
20.4;36.3;17.59:35;27.11.2021
20.4;36.1;17.59:45;27.11.2021
20.4;36.3;17.59:55;27.11.2021
20.4;36.3;18.00:05;27.11.2021
20.4;36.3;18.00:16;27.11.2021
20.4;36.6;18.00:28;27.11.2021
20.4;36.6;18.00:39;27.11.2021
20.4;36.7;18.00:49;27.11.2021
20.4;36.8;18.00:59;27.11.2021
20.4;36.8;18.01:09;27.11.2021
20.4;37.0;18.01:20;27.11.2021
20.4;37.1;18.01:30;27.11.2021
20.4;37.1;18.01:40;27.11.2021
20.4;37.1;18.01:50;27.11.2021
20.4;37.2;18.02:01;27.11.2021
20.4;37.1;18.02:11;27.11.2021
20.4;37.2;18.02:21;27.11.2021
20.4;37.2;18.02:31;27.11.2021
20.4;37.2;18.02:42;27.11.2021
20.4;37.2;18.02:52;27.11.2021
20.4;37.2;18.03:02;27.11.2021
20.4;37.2;18.03:13;27.11.2021
20.4;37.2;18.03:23;27.11.2021
20.4;37.2;18.03:33;27.11.2021
20.4;37.3;18.03:43;27.11.2021
20.4;37.3;18.03:54;27.11.2021
20.4;37.3;18.04:04;27.11.2021
20.4;37.4;18.04:19;27.11.2021
20.4;37.4;18.04:29;27.11.2021
20.4;37.4;18.04:39;27.11.2021
20.4;37.4;18.04:49;27.11.2021
20.4;37.4;18.05:00;27.11.2021
20.4;37.4;18.05:10;27.11.2021
20.4;37.4;18.05:20;27.11.2021
20.4;37.4;18.05:31;27.11.2021
20.4;37.4;18.05:41;27.11.2021
20.4;37.4;18.05:51;27.11.2021
20.4;37.4;18.06:01;27.11.2021
20.4;37.4;18.06:12;27.11.2021
20.4;37.3;18.06:22;27.11.2021
20.4;37.3;18.06:32;27.11.2021
20.5;37.4;18.06:42;27.11.2021
20.4;37.4;18.06:53;27.11.2021
20.4;37.4;18.07:03;27.11.2021
20.5;37.5;18.07:13;27.11.2021
20.4;37.4;18.07:23;27.11.2021
20.5;37.5;18.07:34;27.11.2021
20.5;37.5;18.07:44;27.11.2021
20.4;37.4;18.07:54;27.11.2021
20.4;37.3;18.08:05;27.11.2021
20.4;37.2;18.08:15;27.11.2021
20.4;37.2;18.08:25;27.11.2021
20.5;37.3;18.08:35;27.11.2021
20.4;37.6;18.08:46;27.11.2021
20.5;38.4;18.08:56;27.11.2021
20.5;39.1;18.09:06;27.11.2021
20.5;39.3;18.09:16;27.11.2021
20.5;39.3;18.09:27;27.11.2021
20.5;39.3;18.09:37;27.11.2021
20.5;39.3;18.09:47;27.11.2021
20.5;39.3;18.09:57;27.11.2021
20.5;39.3;18.10:08;27.11.2021
20.5;39.3;18.10:18;27.11.2021
20.5;39.3;18.10:28;27.11.2021
20.5;39.4;18.10:39;27.11.2021
20.5;39.6;18.10:49;27.11.2021
20.5;39.6;18.10:59;27.11.2021
20.5;39.7;18.11:09;27.11.2021
20.5;39.9;18.11:20;27.11.2021
20.5;40.0;18.11:30;27.11.2021
20.6;40.2;18.11:40;27.11.2021
20.6;40.2;18.11:50;27.11.2021
20.5;40.2;18.12:01;27.11.2021
20.6;40.2;18.12:11;27.11.2021
20.5;40.2;18.12:21;27.11.2021
20.5;40.4;18.12:31;27.11.2021
20.5;40.4;18.12:42;27.11.2021
20.6;40.5;18.12:52;27.11.2021
20.6;40.6;18.13:02;27.11.2021
20.6;40.7;18.13:13;27.11.2021
20.5;40.7;18.13:23;27.11.2021
20.6;40.9;18.13:33;27.11.2021
20.6;41.0;18.13:43;27.11.2021
20.6;41.1;18.13:54;27.11.2021
20.6;41.1;18.14:04;27.11.2021
20.6;41.1;18.14:14;27.11.2021
20.6;41.1;18.14:24;27.11.2021
20.6;41.2;18.14:35;27.11.2021
20.6;41.2;18.14:45;27.11.2021
20.6;41.2;18.14:55;27.11.2021
20.6;41.4;18.15:08;27.11.2021
20.6;41.4;18.15:18;27.11.2021
20.6;41.4;18.15:28;27.11.2021
20.6;41.5;18.15:39;27.11.2021
20.6;41.6;18.15:49;27.11.2021
20.6;41.6;18.15:59;27.11.2021
20.6;41.7;18.16:09;27.11.2021
20.6;41.7;18.16:20;27.11.2021
20.6;41.8;18.16:30;27.11.2021
20.6;41.8;18.16:40;27.11.2021
20.6;41.8;18.16:50;27.11.2021
20.7;41.9;18.17:01;27.11.2021
20.6;41.9;18.17:11;27.11.2021
20.6;41.9;18.17:21;27.11.2021
20.7;42.1;18.17:31;27.11.2021
20.7;42.2;18.17:42;27.11.2021
20.7;42.2;18.17:52;27.11.2021
20.7;42.3;18.18:02;27.11.2021
20.7;42.3;18.18:13;27.11.2021
20.7;42.3;18.18:23;27.11.2021
20.7;42.4;18.18:33;27.11.2021
20.7;42.6;18.18:43;27.11.2021
20.7;42.7;18.18:54;27.11.2021
20.7;42.9;18.19:04;27.11.2021
20.7;42.9;18.19:14;27.11.2021
20.7;42.8;18.19:24;27.11.2021
20.7;42.8;18.19:35;27.11.2021
20.7;43.0;18.19:45;27.11.2021
20.7;43.0;18.19:55;27.11.2021
20.7;43.1;18.20:05;27.11.2021
20.7;43.2;18.20:16;27.11.2021
20.7;43.3;18.20:26;27.11.2021
20.7;43.3;18.20:36;27.11.2021
20.7;43.4;18.20:47;27.11.2021
20.7;43.7;18.20:57;27.11.2021
20.8;43.8;18.21:07;27.11.2021
20.7;43.7;18.21:17;27.11.2021
20.8;43.6;18.21:28;27.11.2021
20.8;43.5;18.21:40;27.11.2021
20.7;43.5;18.21:50;27.11.2021
20.8;43.5;18.22:01;27.11.2021
20.8;42.9;18.22:11;27.11.2021
20.8;42.9;18.22:21;27.11.2021
20.8;42.8;18.22:31;27.11.2021
20.8;40.8;18.22:44;27.11.2021
20.8;41.6;18.22:54;27.11.2021
20.8;41.3;18.23:05;27.11.2021
20.8;40.8;18.23:15;27.11.2021
20.8;40.6;18.23:25;27.11.2021
20.8;40.6;18.23:35;27.11.2021
20.8;40.0;18.23:46;27.11.2021
20.8;39.6;18.23:56;27.11.2021
20.7;39.2;18.24:06;27.11.2021
20.7;38.9;18.24:16;27.11.2021
20.8;38.9;18.24:27;27.11.2021
20.8;39.1;18.24:37;27.11.2021
20.8;39.2;18.24:47;27.11.2021
20.8;39.2;18.24:57;27.11.2021
20.8;38.9;18.25:08;27.11.2021
20.8;38.8;18.25:18;27.11.2021
20.8;38.8;18.25:28;27.11.2021
20.8;39.0;18.25:39;27.11.2021
20.8;39.4;18.25:49;27.11.2021
20.8;39.6;18.25:59;27.11.2021
20.8;39.8;18.26:09;27.11.2021
20.8;40.1;18.26:20;27.11.2021
20.8;40.3;18.26:30;27.11.2021
20.7;40.4;18.26:40;27.11.2021
20.8;40.4;18.26:50;27.11.2021
20.8;40.5;18.27:01;27.11.2021
20.8;40.5;18.27:11;27.11.2021
20.8;40.6;18.27:21;27.11.2021
20.8;40.8;18.27:31;27.11.2021
20.8;40.8;18.27:42;27.11.2021
20.8;40.8;18.27:52;27.11.2021
20.8;40.8;18.28:02;27.11.2021
20.8;40.8;18.28:13;27.11.2021
20.8;40.8;18.28:23;27.11.2021
20.8;40.9;18.28:33;27.11.2021
20.8;40.9;18.28:43;27.11.2021
20.8;41.1;18.28:54;27.11.2021
20.8;41.0;18.29:04;27.11.2021
20.8;41.0;18.29:14;27.11.2021
20.8;41.0;18.29:24;27.11.2021
20.9;41.1;18.29:35;27.11.2021
20.8;41.1;18.29:45;27.11.2021
20.8;41.2;18.29:55;27.11.2021
20.8;41.2;18.30:08;27.11.2021
20.8;41.3;18.30:18;27.11.2021
20.8;41.3;18.30:28;27.11.2021
20.8;41.3;18.30:39;27.11.2021
20.8;41.3;18.30:49;27.11.2021
20.8;41.3;18.30:59;27.11.2021
20.8;41.3;18.31:12;27.11.2021
20.8;41.3;18.31:22;27.11.2021
20.8;41.3;18.31:32;27.11.2021
20.9;41.4;18.31:42;27.11.2021
20.9;41.4;18.31:53;27.11.2021
20.9;41.4;18.32:03;27.11.2021
20.9;41.4;18.32:13;27.11.2021
20.9;41.4;18.32:24;27.11.2021
20.9;41.5;18.32:34;27.11.2021
20.9;41.5;18.32:44;27.11.2021
20.9;41.5;18.32:54;27.11.2021
20.9;41.5;18.33:05;27.11.2021
20.9;41.5;18.33:15;27.11.2021
20.9;41.5;18.33:25;27.11.2021
20.9;41.5;18.33:35;27.11.2021
20.9;41.5;18.33:46;27.11.2021
20.9;41.5;18.33:56;27.11.2021
20.9;41.5;18.34:06;27.11.2021
20.9;41.6;18.34:16;27.11.2021
20.9;41.6;18.34:27;27.11.2021
20.9;41.6;18.34:37;27.11.2021
20.9;41.6;18.34:47;27.11.2021
20.9;41.6;18.34:58;27.11.2021
20.9;41.6;18.35:08;27.11.2021
20.9;41.6;18.35:18;27.11.2021
20.9;41.6;18.35:31;27.11.2021
20.9;41.6;18.35:41;27.11.2021
20.9;41.6;18.35:51;27.11.2021
20.9;41.6;18.36:01;27.11.2021
20.9;41.6;18.36:12;27.11.2021
20.9;41.6;18.36:22;27.11.2021
20.9;41.6;18.36:32;27.11.2021
20.9;41.6;18.36:42;27.11.2021
20.9;41.6;18.36:53;27.11.2021
20.9;41.6;18.37:03;27.11.2021
20.9;41.6;18.37:15;27.11.2021
20.9;41.7;18.37:26;27.11.2021
20.9;41.7;18.37:36;27.11.2021
20.9;41.7;18.37:46;27.11.2021
20.9;41.7;18.37:57;27.11.2021
20.9;41.7;18.38:07;27.11.2021
20.9;41.6;18.38:19;27.11.2021
21.0;41.7;18.38:32;27.11.2021
21.0;41.7;18.38:42;27.11.2021
20.9;41.6;18.38:52;27.11.2021
20.9;41.6;18.39:03;27.11.2021
21.0;41.5;18.39:13;27.11.2021
21.0;41.1;18.39:23;27.11.2021
21.0;41.0;18.39:33;27.11.2021
21.0;40.1;18.39:44;27.11.2021
21.0;39.5;18.39:54;27.11.2021
21.0;38.9;18.40:04;27.11.2021
21.0;38.9;18.40:15;27.11.2021
21.0;38.8;18.40:25;27.11.2021
21.0;38.6;18.40:35;27.11.2021
21.0;38.3;18.40:45;27.11.2021
21.0;38.0;18.40:56;27.11.2021
21.0;37.9;18.41:06;27.11.2021
20.9;37.7;18.41:16;27.11.2021
21.0;37.7;18.41:26;27.11.2021
20.9;37.8;18.41:37;27.11.2021
20.9;37.7;18.41:47;27.11.2021
21.0;37.9;18.41:57;27.11.2021
21.0;37.9;18.42:07;27.11.2021
20.9;37.8;18.42:18;27.11.2021
20.9;37.8;18.42:28;27.11.2021
20.9;37.9;18.42:38;27.11.2021
20.9;38.0;18.42:49;27.11.2021
20.9;38.0;18.42:59;27.11.2021
20.9;38.0;18.43:09;27.11.2021
20.9;38.1;18.43:19;27.11.2021
20.9;38.1;18.43:30;27.11.2021
20.9;38.2;18.43:40;27.11.2021
20.9;38.2;18.43:50;27.11.2021
20.9;38.2;18.44:00;27.11.2021
20.9;38.2;18.44:11;27.11.2021
20.9;38.2;18.44:21;27.11.2021
20.9;38.4;18.44:31;27.11.2021
20.9;38.4;18.44:41;27.11.2021
20.9;38.3;18.44:52;27.11.2021
20.9;38.3;18.45:02;27.11.2021
20.9;38.2;18.45:12;27.11.2021
20.9;38.2;18.45:23;27.11.2021
20.9;38.2;18.45:33;27.11.2021
20.9;38.2;18.45:43;27.11.2021
20.9;38.3;18.45:53;27.11.2021
20.9;38.2;18.46:04;27.11.2021
20.9;38.2;18.46:14;27.11.2021
20.9;38.3;18.46:24;27.11.2021
20.9;38.3;18.46:34;27.11.2021
20.9;38.3;18.46:45;27.11.2021
20.9;38.3;18.46:55;27.11.2021
20.9;38.3;18.47:05;27.11.2021
20.9;38.3;18.47:15;27.11.2021
20.9;38.3;18.47:26;27.11.2021
20.9;38.2;18.47:36;27.11.2021
20.9;38.3;18.47:46;27.11.2021
20.9;38.5;18.47:59;27.11.2021
20.9;38.5;18.48:09;27.11.2021
20.9;38.6;18.48:19;27.11.2021
20.9;38.5;18.48:30;27.11.2021
20.9;38.5;18.48:44;27.11.2021
20.9;38.5;18.48:55;27.11.2021
20.9;38.4;18.49:05;27.11.2021
20.9;38.4;18.49:15;27.11.2021
20.9;38.4;18.49:25;27.11.2021
20.9;38.4;18.49:36;27.11.2021
20.9;38.3;18.49:48;27.11.2021
20.9;38.3;18.49:59;27.11.2021
20.9;38.3;18.50:09;27.11.2021
20.9;38.3;18.50:19;27.11.2021
20.9;38.3;18.50:29;27.11.2021
20.9;38.3;18.50:40;27.11.2021
20.9;38.2;18.50:50;27.11.2021
20.9;38.1;18.51:00;27.11.2021
20.9;38.1;18.51:10;27.11.2021
20.9;38.2;18.51:21;27.11.2021
20.9;38.2;18.51:31;27.11.2021
20.9;38.2;18.51:41;27.11.2021
20.9;38.2;18.51:52;27.11.2021
20.9;38.2;18.52:02;27.11.2021
20.9;38.0;18.52:12;27.11.2021
20.9;37.8;18.52:22;27.11.2021
20.9;37.9;18.52:33;27.11.2021
20.9;37.9;18.52:43;27.11.2021
20.9;37.9;18.52:53;27.11.2021
20.9;37.7;18.53:03;27.11.2021
20.9;37.7;18.53:14;27.11.2021
20.9;37.7;18.53:24;27.11.2021
20.9;37.7;18.53:34;27.11.2021
20.9;37.7;18.53:44;27.11.2021
20.9;37.7;18.53:55;27.11.2021
20.9;37.7;18.54:05;27.11.2021
20.9;37.7;18.54:18;27.11.2021
20.9;37.7;18.54:28;27.11.2021
20.9;37.7;18.54:38;27.11.2021
20.9;37.8;18.54:48;27.11.2021
20.9;37.7;18.54:59;27.11.2021
20.9;37.8;18.55:09;27.11.2021
20.9;37.7;18.55:19;27.11.2021
20.9;37.7;18.55:29;27.11.2021
20.9;37.6;18.55:40;27.11.2021
20.9;37.6;18.55:50;27.11.2021
20.9;37.6;18.56:00;27.11.2021
20.9;37.6;18.56:10;27.11.2021
20.9;37.5;18.56:21;27.11.2021
20.9;37.5;18.56:31;27.11.2021
20.9;37.5;18.56:41;27.11.2021
20.9;37.5;18.56:52;27.11.2021
20.9;37.5;18.57:02;27.11.2021
20.9;37.6;18.57:12;27.11.2021
20.9;37.5;18.57:22;27.11.2021
20.9;37.5;18.57:33;27.11.2021
20.9;37.5;18.57:43;27.11.2021
20.9;37.4;18.57:53;27.11.2021
20.9;37.4;18.58:03;27.11.2021
20.9;37.5;18.58:14;27.11.2021
20.9;37.4;18.58:24;27.11.2021
20.9;37.4;18.58:36;27.11.2021
20.9;37.4;18.58:47;27.11.2021
20.9;37.4;18.58:57;27.11.2021
20.9;37.4;18.59:07;27.11.2021
20.9;37.4;18.59:18;27.11.2021
20.9;37.4;18.59:28;27.11.2021
20.9;37.4;18.59:38;27.11.2021
20.9;37.5;18.59:48;27.11.2021
20.9;37.5;18.59:59;27.11.2021
20.8;37.4;19.00:09;27.11.2021
20.9;37.4;19.00:19;27.11.2021
20.9;37.4;19.00:29;27.11.2021
20.9;37.4;19.00:40;27.11.2021
20.9;37.4;19.00:50;27.11.2021
20.9;37.3;19.01:00;27.11.2021
20.9;37.3;19.01:10;27.11.2021
20.9;37.3;19.01:21;27.11.2021
20.8;37.2;19.01:31;27.11.2021
20.9;37.3;19.01:41;27.11.2021
20.9;37.2;19.01:52;27.11.2021
20.9;37.3;19.02:02;27.11.2021
20.9;37.3;19.02:12;27.11.2021
20.9;37.3;19.02:22;27.11.2021
20.9;37.2;19.02:33;27.11.2021
20.9;37.2;19.02:43;27.11.2021
20.9;37.3;19.02:53;27.11.2021
20.9;37.3;19.03:03;27.11.2021
20.9;37.3;19.03:14;27.11.2021
20.9;37.2;19.03:24;27.11.2021
20.9;37.2;19.03:36;27.11.2021
20.8;37.1;19.03:47;27.11.2021
20.9;37.1;19.03:57;27.11.2021
20.9;37.2;19.04:07;27.11.2021
20.9;37.2;19.04:18;27.11.2021
20.9;37.2;19.04:28;27.11.2021
20.9;37.2;19.04:38;27.11.2021
20.8;37.1;19.04:48;27.11.2021
20.8;37.1;19.04:59;27.11.2021
20.9;37.2;19.05:09;27.11.2021
20.9;37.2;19.05:19;27.11.2021
20.9;37.2;19.05:29;27.11.2021
20.9;37.2;19.05:40;27.11.2021
20.9;37.2;19.05:50;27.11.2021
20.9;37.2;19.06:00;27.11.2021
20.8;37.1;19.06:10;27.11.2021
20.9;37.1;19.06:21;27.11.2021
20.9;37.1;19.06:31;27.11.2021
20.9;37.2;19.06:41;27.11.2021
20.8;37.1;19.06:52;27.11.2021
20.9;37.2;19.07:02;27.11.2021
20.9;37.2;19.07:12;27.11.2021
20.8;37.1;19.07:22;27.11.2021
20.9;37.2;19.07:33;27.11.2021
20.9;37.2;19.07:43;27.11.2021
20.8;37.2;19.07:53;27.11.2021
20.9;37.2;19.08:03;27.11.2021
20.8;37.1;19.08:14;27.11.2021
20.8;37.1;19.08:24;27.11.2021
20.8;37.1;19.08:34;27.11.2021
20.8;37.1;19.08:44;27.11.2021
20.8;37.1;19.08:55;27.11.2021
20.8;37.2;19.09:05;27.11.2021
20.8;37.1;19.09:15;27.11.2021
20.8;37.1;19.09:26;27.11.2021
20.8;37.1;19.09:36;27.11.2021
20.8;37.3;19.09:46;27.11.2021
20.8;37.2;19.09:56;27.11.2021
20.8;37.1;19.10:07;27.11.2021
20.8;37.1;19.10:17;27.11.2021
20.8;37.1;19.10:27;27.11.2021
20.8;37.0;19.10:37;27.11.2021
20.8;37.0;19.10:48;27.11.2021
20.8;36.9;19.10:58;27.11.2021
20.8;36.9;19.11:08;27.11.2021
20.8;36.9;19.11:21;27.11.2021
20.8;36.9;19.11:31;27.11.2021
20.8;36.9;19.11:41;27.11.2021
20.8;37.0;19.11:52;27.11.2021
20.8;36.9;19.12:02;27.11.2021
20.8;36.9;19.12:12;27.11.2021
20.8;36.9;19.12:22;27.11.2021
20.8;36.8;19.12:33;27.11.2021
20.8;36.8;19.12:43;27.11.2021
20.8;36.8;19.12:53;27.11.2021
20.8;37.0;19.13:03;27.11.2021
20.8;36.8;19.13:16;27.11.2021
20.8;36.8;19.13:26;27.11.2021
20.8;36.8;19.13:36;27.11.2021
20.8;36.8;19.13:47;27.11.2021
20.8;36.8;19.13:57;27.11.2021
20.8;36.8;19.14:07;27.11.2021
20.8;36.7;19.14:20;27.11.2021
20.8;36.7;19.14:30;27.11.2021
20.8;36.7;19.14:40;27.11.2021
20.8;36.7;19.14:51;27.11.2021
20.8;36.7;19.15:01;27.11.2021
20.8;36.7;19.15:11;27.11.2021
20.8;36.7;19.15:21;27.11.2021
20.8;36.6;19.15:32;27.11.2021
20.8;36.6;19.15:42;27.11.2021
20.8;36.6;19.15:52;27.11.2021
20.8;36.6;19.16:02;27.11.2021
20.8;36.7;19.16:15;27.11.2021
20.8;36.7;19.16:25;27.11.2021
20.8;36.7;19.16:36;27.11.2021
20.8;36.7;19.16:46;27.11.2021
20.8;36.7;19.16:56;27.11.2021
20.8;36.7;19.17:06;27.11.2021
20.8;36.7;19.17:17;27.11.2021
20.8;36.7;19.17:27;27.11.2021
20.8;36.7;19.17:37;27.11.2021
20.8;36.8;19.17:47;27.11.2021
20.8;36.8;19.17:58;27.11.2021
20.8;36.8;19.18:08;27.11.2021
20.8;36.7;19.18:18;27.11.2021
20.8;36.7;19.18:28;27.11.2021
20.8;36.6;19.18:39;27.11.2021
20.8;36.6;19.18:49;27.11.2021
20.8;36.6;19.18:59;27.11.2021
20.8;36.6;19.19:10;27.11.2021
20.8;36.6;19.19:20;27.11.2021
20.8;36.5;19.19:30;27.11.2021
20.8;36.5;19.19:40;27.11.2021
20.8;36.4;19.19:51;27.11.2021
20.8;36.5;19.20:01;27.11.2021
20.8;36.5;19.20:11;27.11.2021
20.8;36.4;19.20:21;27.11.2021
20.8;36.5;19.20:32;27.11.2021
20.8;36.5;19.20:42;27.11.2021
20.8;36.4;19.20:52;27.11.2021
20.8;36.5;19.21:05;27.11.2021
20.8;36.5;19.21:15;27.11.2021
20.8;36.5;19.21:25;27.11.2021
20.8;36.5;19.21:36;27.11.2021
20.8;36.5;19.21:46;27.11.2021
20.8;36.5;19.21:56;27.11.2021
20.8;36.4;19.22:06;27.11.2021
20.8;36.4;19.22:17;27.11.2021
20.8;36.3;19.22:27;27.11.2021
20.8;36.4;19.22:37;27.11.2021
20.8;36.4;19.22:47;27.11.2021
20.8;36.3;19.22:58;27.11.2021
20.8;36.4;19.23:08;27.11.2021
20.8;36.4;19.23:18;27.11.2021
20.8;36.4;19.23:28;27.11.2021
20.8;36.4;19.23:39;27.11.2021
20.8;36.4;19.23:49;27.11.2021
20.8;36.3;19.23:59;27.11.2021
20.8;36.3;19.24:10;27.11.2021
20.8;36.3;19.24:20;27.11.2021
20.8;36.3;19.24:30;27.11.2021
20.8;36.4;19.24:40;27.11.2021
20.8;36.4;19.24:51;27.11.2021
20.8;36.6;19.25:01;27.11.2021
20.8;36.5;19.25:11;27.11.2021
20.8;36.4;19.25:24;27.11.2021
20.8;36.4;19.25:34;27.11.2021
20.8;36.5;19.25:44;27.11.2021
20.8;36.7;19.25:57;27.11.2021
20.8;36.7;19.26:07;27.11.2021
20.8;36.6;19.26:17;27.11.2021
20.8;36.7;19.26:28;27.11.2021
20.8;36.7;19.26:38;27.11.2021
20.8;36.8;19.26:48;27.11.2021
20.8;36.8;19.26:58;27.11.2021
20.8;36.8;19.27:09;27.11.2021
20.8;36.8;19.27:19;27.11.2021
20.8;36.8;19.27:29;27.11.2021
20.8;36.9;19.27:39;27.11.2021
20.8;36.9;19.27:50;27.11.2021
20.8;36.9;19.28:00;27.11.2021
20.8;36.9;19.28:10;27.11.2021
20.8;37.0;19.28:20;27.11.2021
20.8;37.0;19.28:31;27.11.2021
20.8;37.1;19.28:43;27.11.2021
20.8;37.1;19.28:54;27.11.2021
20.8;37.1;19.29:04;27.11.2021
20.8;37.2;19.29:14;27.11.2021
20.8;37.3;19.29:24;27.11.2021
20.8;37.3;19.29:35;27.11.2021
20.8;37.3;19.29:45;27.11.2021
20.8;37.3;19.29:57;27.11.2021
20.8;37.3;19.30:08;27.11.2021
20.8;37.3;19.30:18;27.11.2021
20.8;37.3;19.30:28;27.11.2021
20.8;37.4;19.30:38;27.11.2021
20.8;37.4;19.30:49;27.11.2021
20.8;37.4;19.30:59;27.11.2021
20.8;37.5;19.31:09;27.11.2021
20.8;37.5;19.31:20;27.11.2021
20.8;37.5;19.31:30;27.11.2021
20.8;37.5;19.31:40;27.11.2021
20.8;37.5;19.31:50;27.11.2021
20.8;37.6;19.32:01;27.11.2021
20.8;37.6;19.32:11;27.11.2021
20.8;37.6;19.32:21;27.11.2021
20.8;37.6;19.32:31;27.11.2021
20.9;37.7;19.32:42;27.11.2021
20.8;37.7;19.32:52;27.11.2021
20.8;37.7;19.33:02;27.11.2021
20.8;37.7;19.33:12;27.11.2021
20.9;37.8;19.33:23;27.11.2021
20.9;37.8;19.33:33;27.11.2021
20.9;37.8;19.33:43;27.11.2021
20.8;37.8;19.33:54;27.11.2021
20.9;37.8;19.34:04;27.11.2021
20.9;37.9;19.34:14;27.11.2021
20.8;37.8;19.34:24;27.11.2021
20.9;37.9;19.34:35;27.11.2021
20.9;37.9;19.34:45;27.11.2021
20.9;37.9;19.34:55;27.11.2021
20.9;38.0;19.35:05;27.11.2021
20.9;37.9;19.35:18;27.11.2021
20.8;37.9;19.35:28;27.11.2021
20.8;37.9;19.35:38;27.11.2021
20.9;38.0;19.35:49;27.11.2021
20.9;38.0;19.35:59;27.11.2021
20.9;38.0;19.36:09;27.11.2021
20.9;38.0;19.36:20;27.11.2021
20.9;38.1;19.36:30;27.11.2021
20.9;38.1;19.36:40;27.11.2021
20.9;38.2;19.36:50;27.11.2021
20.9;38.2;19.37:01;27.11.2021
20.9;38.2;19.37:11;27.11.2021
20.9;38.2;19.37:21;27.11.2021
20.9;38.2;19.37:31;27.11.2021
20.9;38.2;19.37:42;27.11.2021
20.9;38.3;19.37:52;27.11.2021
20.9;38.3;19.38:02;27.11.2021
20.9;38.3;19.38:12;27.11.2021
20.9;38.3;19.38:23;27.11.2021
20.9;38.4;19.38:33;27.11.2021
20.9;38.4;19.38:43;27.11.2021
20.9;38.4;19.38:54;27.11.2021
20.9;38.4;19.39:04;27.11.2021
20.9;38.4;19.39:14;27.11.2021
20.9;38.4;19.39:24;27.11.2021
20.9;38.5;19.39:35;27.11.2021
20.9;38.5;19.39:45;27.11.2021
20.9;38.6;19.39:57;27.11.2021
20.9;38.5;19.40:08;27.11.2021
20.9;38.6;19.40:18;27.11.2021
20.9;38.6;19.40:28;27.11.2021
20.9;38.6;19.40:38;27.11.2021
20.9;38.6;19.40:51;27.11.2021
20.9;38.7;19.41:06;27.11.2021
20.9;38.6;19.41:16;27.11.2021
20.9;38.7;19.41:26;27.11.2021
20.9;38.7;19.41:37;27.11.2021
20.9;38.8;19.41:47;27.11.2021
20.9;38.8;19.41:57;27.11.2021
20.9;38.8;19.42:07;27.11.2021
20.9;38.8;19.42:18;27.11.2021
21.0;38.8;19.42:28;27.11.2021
21.0;38.8;19.42:38;27.11.2021
